IDSBR,Nama Usaha,Alamat,Kode Wilayah,kode_kecamatan,alamat
97490476,penjual tupper ware (cut hernawati),komp bumi pesona pelangi blok ungu no 1,7371031001,7371031,komp bumi pesona pelangi blok ungu no 1
97490508,jual beli moge,jalan kelapa tiga 2 no 22,7371031010,7371031,jalan kelapa tiga 2 no 22
97490511,kost kostan,jl bumi 21,7371031001,7371031,jl bumi 21
97490512,buat meubel (sabaruddin),jl bumi 23,7371031001,7371031,jl bumi 23
97490521,warung sembako (andi aris),perum gosyen indah,7371031001,7371031,perum gosyen indah
97490532,warkop ss,jl tamalate 1,7371031006,7371031,jl tamalate 1
97490551,butik zahra (suryani),jl talasalapang raya no 6,7371031001,7371031,jl talasalapang raya no 6
97490564,sani fc (syamsuddin),jl talasalapang raya,7371031001,7371031,jl talasalapang raya
97490565,ice queensha,jl talasalapang raya,7371031001,7371031,jl talasalapang raya
97490580,toko kelontong (citra),jl toddopuli 1 setapak 1,7371031004,7371031,jl toddopuli 1 setapak 1
97490520,erando mart,jl aroepal a no 27 b hertiasning baru,7371031001,7371031,jl aroepal a no 27 b hertiasning baru
97459722,servis resmi pioneer,monginsidi baru,7371031010,7371031,monginsidi baru
97459700,tupperware,tidung 9 no 46,7371031004,7371031,tidung 9 no 46
97490630,dewinta travel,btn minasa upa blok e1 no 2,7371031001,7371031,btn minasa upa blok e1 no 2
97490662,arib tour and travel,jl aroepala timur no 62,7371031001,7371031,jl aroepala timur no 62
97464082,toko baba petshop(aswin),jl tamalate 1 no 6a,7371031005,7371031,jl tamalate 1 no 6a
97472564,apotik bintang jaya,jl rappocini raya no 24 e,7371031009,7371031,jl rappocini raya no 24 e
97472643,usaha bentor,jl tamalate 2 ujung,7371031003,7371031,jl tamalate 2 ujung
97490940,ps pelita anugrah (roni),jalan pelita raya no 30,7371031010,7371031,jalan pelita raya no 30
97490933,aroma laundry(hakim),btn minasa upa blok h 6 no 10,7371031001,7371031,btn minasa upa blok h 6 no 10
97490926,ud senang,jl aroepala 65,7371031001,7371031,jl aroepala 65
97469775,jahitan (citta hakim),jl sungai saddang baru,7371031010,7371031,jl sungai saddang baru
97506019,kas fc,jl talasalapang raya,7371031001,7371031,jl talasalapang raya
97506026,mini market,kampus unismuh jl sultan alauddin no 259,7371031001,7371031,kampus unismuh jl sultan alauddin no 259
97506057,medical therapy dan herbal stream,jl raya pendidikan 3 blok d/3 no 14 a,7371031006,7371031,jl raya pendidikan 3 blok d/3 no 14 a
97506061,mylinha cargo (hj marlina),jl raya pendidikan 3 blok a/3 no 20,7371031006,7371031,jl raya pendidikan 3 blok a/3 no 20
97469852,pondok 110,hertasning,7371031005,7371031,hertasning
97506092,roti dan cake<ediati>,jalan bumi 8 blok 12a,7371031001,7371031,jalan bumi 8 blok 12a
97506104,depot anugrah lestari,jl tamalate 4 stp 15 no 65 rt 03 rw 02 90222,7371031004,7371031,jl tamalate 4 stp 15 no 65 rt 03 rw 02 90222
97467674,agen pos pet watt 45,jl rappocini raya no.45,7371031009,7371031,jl rappocini raya no.45
97469911,penjualan pakaian adat,jl tidung 10 stp 7 no.59,7371031003,7371031,jl tidung 10 stp 7 no.59
97506106,toko rachma,jl tamalate 4 no 11,7371031004,7371031,jl tamalate 4 no 11
97469956,bsu sappoe,jl rappocini raya lr 4 no,7371031009,7371031,jl rappocini raya lr 4 no
97448774,toko 88 (m tahang),tidung 7 no 88,7371031003,7371031,tidung 7 no 88
97458956,warung makan mas kiki (zaenal),jl. skarda n 1,7371031006,7371031,jl. skarda n 1
97462460,toko (toki),jl tidung 10 no 12,7371031003,7371031,jl tidung 10 no 12
97463447,butik (basri),jl tidung 9 no 142,7371031003,7371031,jl tidung 9 no 142
97459066,praktek dokter gigi (ernawati),jalan ap pettarani ruko new zamrud,7371031008,7371031,jalan ap pettarani ruko new zamrud
97462521,toko campuran (kaderia),jl tidung 10 no 2,7371031003,7371031,jl tidung 10 no 2
97459117,bus 47 (irfan),jl. skarda n 1,7371031006,7371031,jl. skarda n 1
97459241,toko oleh-oleh celebes (agus),jl mon emmy saelan 3,7371031006,7371031,jl mon emmy saelan 3
97463740,toko (anton),jl tidung 8 stp 11 no 215,7371031003,7371031,jl tidung 8 stp 11 no 215
97463741,praktek dokter umum (dr gina),jl hertasning raya,7371031008,7371031,jl hertasning raya
97459355,loket pembayaran listrik,tidung 7 stpk 3 no.101,7371031003,7371031,tidung 7 stpk 3 no.101
97459356,es moly (rahmi),jl.rappocini raya no depan alfamart,7371031008,7371031,jl.rappocini raya no depan alfamart
97459169,warkop cangkir,jl landak baru no12,7371031007,7371031,jl landak baru no12
97459466,istana variasi,sultan alauddin,7371031001,7371031,sultan alauddin
97463854,warkop pa`de,jln sultan alauddin no 191,7371031001,7371031,jln sultan alauddin no 191
97463855,kantin lapas kelas i,jln sultan alauddin no 191 lapas kls 1,7371031001,7371031,jln sultan alauddin no 191 lapas kls 1
97459519,rental ps gade (ernawati),jl monemmy saelan no 723 b,7371031006,7371031,jl monemmy saelan no 723 b
97496408,salon ira khanza,jalan nikel 1 no 17,7371031010,7371031,jalan nikel 1 no 17
97462901,ganesha operation,"jl. sultan alauddin, gunung sari, rappocini",7371031001,7371031,"jl. sultan alauddin, gunung sari, rappocini"
97496426,depot air minum (abd salam),jl talasalapang komp p&k blok e1 no 1,7371031001,7371031,jl talasalapang komp p&k blok e1 no 1
97500431,prima laundri,jalan bakti 3 lr.2 no.60,7371031010,7371031,jalan bakti 3 lr.2 no.60
97496502,depot air (walauddin),rappocini kel.gunung sari,7371031001,7371031,rappocini kel.gunung sari
97502499,asia prima,jl aroepala no 67,7371031001,7371031,jl aroepala no 67
97502502,agen loundry (dloundre),komp bumi pesona pelangi blok ungu no 1,7371031001,7371031,komp bumi pesona pelangi blok ungu no 1
97500465,toko kue dan roti (adi jaya),jalan tamalate 1 no 23,7371031003,7371031,jalan tamalate 1 no 23
97500468,apotik global,hertasning,7371031004,7371031,hertasning
97502472,gudang tenda,tidung mariolo,7371031006,7371031,tidung mariolo
97502514,praktek dokter gigi,tamalate 1 no 41,7371031004,7371031,tamalate 1 no 41
97502591,koperasi (satya dana),btn minasa upa blok l4 no 10a,7371031001,7371031,btn minasa upa blok l4 no 10a
97500531,distro m one,hertasning raya no. 78,7371031006,7371031,hertasning raya no. 78
97502568,usaha angkot <sahir>,btn minasa upa blok l17 no 8,7371031001,7371031,btn minasa upa blok l17 no 8
97502555,peminjaman uang tunai <reski>,btn minasa upa blok n 17 no 6,7371031001,7371031,btn minasa upa blok n 17 no 6
97500488,sd inpres minasa upa 1,btn minasa upa blok 06,7371031001,7371031,btn minasa upa blok 06
97502609,yela jaya <a rahman>,banta bantaeng,7371031007,7371031,banta bantaeng
97502634,cafe dan resto rice,jl ap pettarani,7371031007,7371031,jl ap pettarani
97500539,toko utama bangunan (edi),jalan syech yusuf,7371031001,7371031,jalan syech yusuf
97500557,kichenetto,komp kodam katangka blok 02,7371031001,7371031,komp kodam katangka blok 02
97502644,kios beras (mattupuang),jl syekh yusuf,7371031001,7371031,jl syekh yusuf
97500548,salon rias pengantin (erni),komp kodam katangka blok g 17,7371031001,7371031,komp kodam katangka blok g 17
97502626,lawara tour dan rental akbar,btn minasa upa blok ab no 11,7371031001,7371031,btn minasa upa blok ab no 11
97500622,jual tiket online (nurfitri),btn minasa upa blok b7 no 5,7371031001,7371031,btn minasa upa blok b7 no 5
97500578,usaha kripik (abdi),tamalate 4 setapak 7 no 16,7371031004,7371031,tamalate 4 setapak 7 no 16
97502643,butik (nurhayati),jl syekh yusuf,7371031001,7371031,jl syekh yusuf
97500592,kantin amanah,balai sidang unismuh,7371031001,7371031,balai sidang unismuh
97502642,phinis home stay,jl rsi faisal raya 11 blok c20,7371031007,7371031,jl rsi faisal raya 11 blok c20
97500593,rumah kost (stevie),jl talasalapang raya no 26,7371031001,7371031,jl talasalapang raya no 26
97500594,catering attaufik pratama,tallasalapang raya,7371031001,7371031,tallasalapang raya
97500655,rumah kost (aminah),jl bumi 21,7371031001,7371031,jl bumi 21
97500623,jual sapi (hasanuddin),btn minasa upa blok b10 no 10,7371031001,7371031,btn minasa upa blok b10 no 10
97502691,jahit pakaian wanita,bumi bosowa indah blok l/16,7371031001,7371031,bumi bosowa indah blok l/16
97500671,lesehan bu como,jl sultan alauddin,7371031001,7371031,jl sultan alauddin
97500672,fc bamba (jabir sigara),jl talasalapang raya no,7371031001,7371031,jl talasalapang raya no
97502688,jual tabung gas (darwis),komp bosowa indah blok j/11,7371031001,7371031,komp bosowa indah blok j/11
97502689,home stay,komp griya fajar mas blok l no 8,7371031001,7371031,komp griya fajar mas blok l no 8
97500669,raja hp (andi),jl talasalapang raya no 20,7371031001,7371031,jl talasalapang raya no 20
97502740,jual kue keliling (ponia),jalan borong indah no 27,7371031004,7371031,jalan borong indah no 27
97490388,mie titi,jl hertasning,7371031001,7371031,jl hertasning
97490393,warung kelontong (rfery),btn minasa upa blok n 15no 14,7371031001,7371031,btn minasa upa blok n 15no 14
97461673,toko opa oma (jeni r),jl tidung 10 stp 3 no 16,7371031003,7371031,jl tidung 10 stp 3 no 16
97461690,depot isi ulang galon,jl perumahan jipang permak blok dp 9 no 5,7371031002,7371031,jl perumahan jipang permak blok dp 9 no 5
97461732,tpa ulul ulmi,karunrung,7371031002,7371031,karunrung
97457266,toko tas viza collection,jalan ap pettarani ruko new zamrud blok c/19,7371031008,7371031,jalan ap pettarani ruko new zamrud blok c/19
97477277,guest house la`riss (toni y),jl bontolangkasa 1,7371031007,7371031,jl bontolangkasa 1
97477331,i khalifah,jl jipang raya,7371031002,7371031,jl jipang raya
97477646,ataki,jl landak batu no 112 h,7371031007,7371031,jl landak batu no 112 h
97471345,tk annur (fasriani),jl mongisidi baru,7371031010,7371031,jl mongisidi baru
97476018,global airlines,jl mappala,7371031006,7371031,jl mappala
97486189,kos kosan,jl banta bantaeng,7371031007,7371031,jl banta bantaeng
97486152,klinik gigi reza (rasyid),btn minasa upa blok 88 no19,7371031001,7371031,btn minasa upa blok 88 no19
97486178,salon kecantikan,jl landak baru,7371031007,7371031,jl landak baru
97486276,planet bugar(suci),jl monunen emmy saelan no 30 d,7371031006,7371031,jl monunen emmy saelan no 30 d
97487543,banana bread (lumia mala),jl alauddin <griya fajar mas>,7371031001,7371031,jl alauddin <griya fajar mas>
97487540,jual kardus,btn minasa upa,7371031001,7371031,btn minasa upa
97487573,penjual gorengan,jl wijaya kusuma 1,7371031007,7371031,jl wijaya kusuma 1
97474302,apotek mataram farma,jl jipang,7371031002,7371031,jl jipang
97474347,persewaan kamar (amiruddin),btn minasa upa blok a,7371031002,7371031,btn minasa upa blok a
97490290,jaya bangunan ud,jl aroepala no 58,7371031001,7371031,jl aroepala no 58
97490301,laudry vianti,jl banta bantaeng,7371031007,7371031,jl banta bantaeng
97490291,cahaya jati furniture,jl aroepala 57,7371031001,7371031,jl aroepala 57
97490289,rumah makan febry,jl aroepala,7371031001,7371031,jl aroepala
97490311,usaha penyewaan kamar (rostia),jalan karunrung raya 1 lr 1 no 9,7371031002,7371031,jalan karunrung raya 1 lr 1 no 9
97490312,toko 99,jl toddopuli 1 stp 3 no 99,7371031004,7371031,jl toddopuli 1 stp 3 no 99
97490373,jual pulsa <zulfikar>,bumi bosowa permai blok a1 no 18,7371031001,7371031,bumi bosowa permai blok a1 no 18
97490383,tpa darus salam bosowa,masjid darussalam perum bosowa blok a0,7371031001,7371031,masjid darussalam perum bosowa blok a0
97469607,berdnaya cake,komp ikip blok g iii no 7,7371031006,7371031,komp ikip blok g iii no 7
97469685,sekolah sd inpres banta bantaeng,jl monginsidi baru no 75 a,7371031010,7371031,jl monginsidi baru no 75 a
97469744,travel arun,jl aroepala no 41,7371031004,7371031,jl aroepala no 41
97485796,fotocopy 301 (muh zakkir),jl mapala 2 blok d/6 no 14,7371031006,7371031,jl mapala 2 blok d/6 no 14
97487070,cv. rampoang cp advertising,sungai saddang baru  no 6,7371031010,7371031,sungai saddang baru  no 6
97488402,rental ps 2 (kahar),btn minasa upa blok a,7371031002,7371031,btn minasa upa blok a
97488391,klinik gigi,jl.sungai saddang baru,7371031010,7371031,jl.sungai saddang baru
97487079,bengkel karya jawa (saryanto),sungai saddang baru ballaparang 2,7371031010,7371031,sungai saddang baru ballaparang 2
97487098,katering salsabila,jl beringin raya no,7371031004,7371031,jl beringin raya no
97488422,kios plb unm,lingkup kampus fip unm,7371031002,7371031,lingkup kampus fip unm
97485876,harmony production,jalan kelapa tiga gang 2 no 14,7371031010,7371031,jalan kelapa tiga gang 2 no 14
97489095,kios diana,jl hertasning raya,7371031004,7371031,jl hertasning raya
97488427,jual beli mobil (suhardi),btn minasa upa blok l18 no 6,7371031001,7371031,btn minasa upa blok l18 no 6
97488461,safura kost (yolan nr),jalan pelita raya lr 4 no 7,7371031010,7371031,jalan pelita raya lr 4 no 7
97488446,los aluminium (anugrah),jl syekh yusuf,7371031001,7371031,jl syekh yusuf
97489155,toko obat berizin,jl pinang no 163,7371031004,7371031,jl pinang no 163
97489205,jual rempeyek (sri muliati),btn minasa upa,7371031001,7371031,btn minasa upa
97489196,warung minakjinggo,jl hertasning 100,7371031005,7371031,jl hertasning 100
97485910,kantor notaris <ina kartika sari>,jl pelita raya,7371031008,7371031,jl pelita raya
97488481,jual hp dan asesoris,sungai saddang baru raya,7371031010,7371031,sungai saddang baru raya
97488504,mini market rsia bahagia,btn minasa upa blok h 7 no 9,7371031001,7371031,btn minasa upa blok h 7 no 9
97488495,jual kayu (firman),jl syekh yusuf,7371031001,7371031,jl syekh yusuf
97488503,hayar`s modification car,jalan minasa upa blok h 8 no 1 d,7371031001,7371031,jalan minasa upa blok h 8 no 1 d
97489246,jual pulsa (muliati),pelita raya 2 no 30,7371031008,7371031,pelita raya 2 no 30
97485967,penjahit (nila),jl.wijava kusuma 5 no. 5,7371031007,7371031,jl.wijava kusuma 5 no. 5
97487243,dorter praktek (ewi linggo),hertasning raya timur no.26,7371031004,7371031,hertasning raya timur no.26
97487270,rental mobil resa (risman),jalan bumi 22 blok a 15 no 15,7371031001,7371031,jalan bumi 22 blok a 15 no 15
97488558,apotik av3 (anis dr),sungai saddang baru blok a 12,7371031010,7371031,sungai saddang baru blok a 12
97488599,toko cahaya sampurna,jl landak baru no 122,7371031007,7371031,jl landak baru no 122
97487359,rm hj anny,jl aroepala,7371031004,7371031,jl aroepala
97489302,toko kue adijaya,btn minasa upa k 8 no 27,7371031001,7371031,btn minasa upa k 8 no 27
97489329,zahra cell (lamirah),komp. griya fajar mas,7371031001,7371031,komp. griya fajar mas
97488649,percetakan(suparman ridi),jalan wijaya kusuma 1 blok k2 no 37,7371031007,7371031,jalan wijaya kusuma 1 blok k2 no 37
97489341,black canyon cafe,hertasning no 38,7371031006,7371031,hertasning no 38
97487416,kharisma ac (hasan),sungai saddang baru no 50/50 a,7371031010,7371031,sungai saddang baru no 50/50 a
97489366,jual barang campuran (nur janna),komp bph jalan bumi 4 sultan alauddin,7371031001,7371031,komp bph jalan bumi 4 sultan alauddin
97488679,isi ulang galong (nurkaya),hompleks k odam katang ka blok es,7371031001,7371031,hompleks k odam katang ka blok es
97469231,tiki,jl aroepala no 41,7371031004,7371031,jl aroepala no 41
97469369,apotek tamalate (suriaty),tamalate 1 blok 21 no 9,7371031005,7371031,tamalate 1 blok 21 no 9
97469495,daily coffe bar,emy saelan,7371031001,7371031,emy saelan
97469517,nusa citra (zulkarnain),komp ikip blok g ii no 10,7371031006,7371031,komp ikip blok g ii no 10
97469497,yasmine salon,jl aroepalla perm yasmin blob b 9,7371031003,7371031,jl aroepalla perm yasmin blob b 9
97482843,jual pakaian keliling (rina),jl kr bonto tangnga 1,7371031002,7371031,jl kr bonto tangnga 1
97482949,audrey baby shop,jl.sungai saddang baru,7371031010,7371031,jl.sungai saddang baru
97482912,skin clinic,jl pelita raya no a8,7371031008,7371031,jl pelita raya no a8
97482942,kost - kostan (rezky),jl rappocini raya lr no 11 b,7371031008,7371031,jl rappocini raya lr no 11 b
97482996,warkop magfirah (kurniawan),jl pelita raya,7371031008,7371031,jl pelita raya
97482941,warkop gaul,jl. kelapa tiga,7371031010,7371031,jl. kelapa tiga
97481799,toko sinar harapan,rappocini,7371031008,7371031,rappocini
97483093,toko alat olahraga (drs ahmad yaman),jalan landak baru no 85 d,7371031007,7371031,jalan landak baru no 85 d
97482035,sd impres btn ikip 2,jalan monumen emmy saelan 3,7371031002,7371031,jalan monumen emmy saelan 3
97483527,mekanik ac mobil (fredy),jl sungai saddang baru,7371031010,7371031,jl sungai saddang baru
97472996,elite com,komp puri taman sari blok d 13 no 8,7371031004,7371031,komp puri taman sari blok d 13 no 8
97473015,apotek sejati (erni),tamalate 1 no 10,7371031005,7371031,tamalate 1 no 10
97473064,jualan pakaian (kasmawati),jl tamalate 2 ujung,7371031003,7371031,jl tamalate 2 ujung
97473024,virtual mart fip unm,lingkup kampus fip unm,7371031002,7371031,lingkup kampus fip unm
97473026,foto copy ghaza,lingkup kampus fip unm,7371031002,7371031,lingkup kampus fip unm
97473079,kantor smk negeri 6,jl landak baru no 32,7371031007,7371031,jl landak baru no 32
97473202,resto kuto solo,jl landak baru no 122,7371031007,7371031,jl landak baru no 122
97473258,kurir rumah roti,jl tidung 9,7371031003,7371031,jl tidung 9
97460495,toko (yuli),jl tidung 10 stp 5 no 40,7371031003,7371031,jl tidung 10 stp 5 no 40
97460769,mitra tukang jahit,jl landak baru no 2b,7371031007,7371031,jl landak baru no 2b
97460986,toko (narwaya),jl tidung 10 stp 1 no 27,7371031003,7371031,jl tidung 10 stp 1 no 27
97460987,warung sembako (toko ani),bonto cinde no 38 a,7371031008,7371031,bonto cinde no 38 a
97464746,just cafe,jalan ap pettarani ruko new zamrud blok g/1,7371031008,7371031,jalan ap pettarani ruko new zamrud blok g/1
97461234,toko iksan,jl jipang permak blok dp 9 no 5,7371031002,7371031,jl jipang permak blok dp 9 no 5
97462140,klinik (dr a baso),jalan ap pettarani ruko new zamrud,7371031008,7371031,jalan ap pettarani ruko new zamrud
97463285,warung makan (yuyun),jl tidung 10 no 3,7371031003,7371031,jl tidung 10 no 3
97458707,toko ulfa,jl.tioung 7,7371031003,7371031,jl.tioung 7
97458708,apotik sartika (sheila),jl.rappocini raya no.20c,7371031008,7371031,jl.rappocini raya no.20c
97449782,penjahitan (mardang),tidung 7 nomor 89 rt 3 rw 5,7371031003,7371031,tidung 7 nomor 89 rt 3 rw 5
97448855,warung makan( bonto),tidung 6,7371031003,7371031,tidung 6
97469129,expedisi jasa angkutan,tidung 1 stp 2 no 1 23b,7371031005,7371031,tidung 1 stp 2 no 1 23b
97469135,eurolasia training centre (masni),jl mon emmy saelan 3,7371031006,7371031,jl mon emmy saelan 3
97469124,dapur hertasning,hertasning,7371031005,7371031,hertasning
97489423,jual es pisang ijo <astuti>,jalan tidung x timur,7371031002,7371031,jalan tidung x timur
97489421,usaha pembuatan tahu (supriyadi),jalan tidung x stp viii nomor 109 a,7371031002,7371031,jalan tidung x stp viii nomor 109 a
97489441,bidan maratus solekha,jl tidung 9 stp 14 no 126,7371031003,7371031,jl tidung 9 stp 14 no 126
97489422,dokter praktek <simon>,toddopull raya no 9,7371031004,7371031,toddopull raya no 9
97488791,mini market (alif),komp p dan k,7371031001,7371031,komp p dan k
97488810,as sunnah herbal,jl sultan alauddin,7371031001,7371031,jl sultan alauddin
97489415,usaha konveksi aa collection (mulyadi),btn minasa upa blok 014 no 19,7371031001,7371031,btn minasa upa blok 014 no 19
97488712,sablon biz (saddan),jl landak baru lr 8 no 108,7371031007,7371031,jl landak baru lr 8 no 108
97489576,toko buku (nurhayati),j l syekh yus u f lrs no 1,7371031001,7371031,j l syekh yus u f lrs no 1
97489600,jualan bakso keliling (syamsuddin),btn minasa upa blok f13 no 16,7371031001,7371031,btn minasa upa blok f13 no 16
97489507,warkop anging mammiri (h asri),blok c1 1,7371031002,7371031,blok c1 1
97489638,pondok nusantara,hertasning timur,7371031004,7371031,hertasning timur
97488828,los kesehatan (maarif),jl syekh yusuf,7371031001,7371031,jl syekh yusuf
97489743,catring 22,komp bumi palem blok q22,7371031001,7371031,komp bumi palem blok q22
97489771,warung mas joko,jl talasalapang raya no,7371031001,7371031,jl talasalapang raya no
97489768,rm citra minang,jl talasalapang no 14b,7371031001,7371031,jl talasalapang no 14b
97489769,aufa net (yanizar),jl talasalapang raya no 18b,7371031001,7371031,jl talasalapang raya no 18b
97489770,sinar buana motor (sonny j),jl talasalapang raya no 8,7371031001,7371031,jl talasalapang raya no 8
97491225,tk tpa al anshar,btn minasa upa blok e7 no 16,7371031001,7371031,btn minasa upa blok e7 no 16
97491243,percetakan multi talenta,landak baru lr 3,7371031007,7371031,landak baru lr 3
97491264,apotik mutiara syariah,jl syech yusuf,7371031001,7371031,jl syech yusuf
97491325,bengkel reparasi mobil (fokus),ji aroepala no 27 c hertasning baru,7371031001,7371031,ji aroepala no 27 c hertasning baru
97491327,idola ponsel (very),jalan rappocini raya no 219 b,7371031008,7371031,jalan rappocini raya no 219 b
97491344,penjual minuman,jl tamalate 2,7371031003,7371031,jl tamalate 2
97491408,tk tiara,ji pelita 5 no 39 b,7371031008,7371031,ji pelita 5 no 39 b
97487595,jual pulsa (meryanti),btn minasa upa blok b7 no 2,7371031001,7371031,btn minasa upa blok b7 no 2
97485099,dokter gigi (indra),perumahan kirel damai blok a11,7371031001,7371031,perumahan kirel damai blok a11
97485108,kost kostan (cendrakasih),jl bonto ngirate noga,7371031006,7371031,jl bonto ngirate noga
97487671,edotel makassar,jl landak baru no 132,7371031007,7371031,jl landak baru no 132
97487717,wina laundry,jl bumi 21,7371031001,7371031,jl bumi 21
97487674,dokter praktek,hertasning raya timur,7371031004,7371031,hertasning raya timur
97487734,cost mewah,jl. s. saddang baru,7371031010,7371031,jl. s. saddang baru
97485195,warung makan (rosdiana),jl pelita raya v l r.2 no 17,7371031008,7371031,jl pelita raya v l r.2 no 17
97487767,kantin smk pelayaran,jl syech yusuf,7371031001,7371031,jl syech yusuf
97487768,catring rehan,perum bukit salekoa blok d21,7371031001,7371031,perum bukit salekoa blok d21
97487779,mitra tama raya perkasa,jalan bumi 19 blok a19 no 19,7371031001,7371031,jalan bumi 19 blok a19 no 19
97487790,toko kelana jaya,mappala 26 29,7371031006,7371031,mappala 26 29
97472896,loket resmi segala bayar,btn minasa upa blok a3,7371031002,7371031,btn minasa upa blok a3
97472888,sd inpres kampus ikip,komp ikip blok g iii,7371031006,7371031,komp ikip blok g iii
97472918,toko tirta anugerah,jlhertasning raya ruko graha hertasning no a1-a2,7371031004,7371031,jlhertasning raya ruko graha hertasning no a1-a2
97472900,usaha bentor (kasi),jl tamalate 2 ujung,7371031003,7371031,jl tamalate 2 ujung
97485622,toko campuran (rostini),borong indah,7371031004,7371031,borong indah
97482539,toko 2 puteri(basri),jl monumen emmy saelan,7371031006,7371031,jl monumen emmy saelan
97482617,sd inpres tidung 2,jl bonto dg ngirate no 10 a,7371031006,7371031,jl bonto dg ngirate no 10 a
97481379,nyamanna choux dan pie (syamsiar),jl monumen emmy saelan no 36,7371031006,7371031,jl monumen emmy saelan no 36
97481263,apotik k 24,bontocinde,7371031008,7371031,bontocinde
97482638,toko cahaya belawa (h muslih),jl bonto dg ngirate no 16,7371031006,7371031,jl bonto dg ngirate no 16
97481482,penjahitan pakaian (nurdin),jl tiding 10 stp 7 no.71,7371031003,7371031,jl tiding 10 stp 7 no.71
97482623,bengkel ketok majig (sugiono),jl pelita raya no 30,7371031010,7371031,jl pelita raya no 30
97481508,rumah tanfid aisyiyah (hj najmah patau),jalan tidung 3 blok no 27,7371031005,7371031,jalan tidung 3 blok no 27
97481535,sd inpres unggulan btn pemda,jl ap pettarani blok e 19 no 25,7371031006,7371031,jl ap pettarani blok e 19 no 25
97474841,taylor (sri mahrawani),puri taman sari blok c4,7371031004,7371031,puri taman sari blok c4
97474944,ccm mandiri - jual beli dan penyewaan motor,btn minasa upa blok e5 no 3,7371031001,7371031,btn minasa upa blok e5 no 3
97474935,apotik proya,jl.rappocini raya no,7371031009,7371031,jl.rappocini raya no
97466376,salon soraya (herawati),jl talasalapang no 97,7371031002,7371031,jl talasalapang no 97
97475265,laundry dm,jl rappocini raya,7371031009,7371031,jl rappocini raya
97480700,foto copy,buakana,7371031008,7371031,buakana
97480702,makmur jaya,buakana,7371031008,7371031,buakana
97480731,multi teknik (harrie lie),sungai saddang baru raya no 14,7371031010,7371031,sungai saddang baru raya no 14
97480735,jual bahan bangunan,sungai saddang baru raya no 18,7371031010,7371031,sungai saddang baru raya no 18
97483882,klinik keluarga sehat,jalan tamalate 1 no 15 a,7371031003,7371031,jalan tamalate 1 no 15 a
97483818,notaris (chadijah irianti),jalan nikel 2 no 16,7371031010,7371031,jalan nikel 2 no 16
97480691,aneka logam,buakana,7371031008,7371031,buakana
97506117,cv. belle emilie (studio foto),hertasning no 36,7371031006,7371031,hertasning no 36
97506123,ani olshop,pelita raya tengah 1 blok a6b no 7,7371031010,7371031,pelita raya tengah 1 blok a6b no 7
97506118,maha reflexiologi,jl toddopuli raya no 4,7371031004,7371031,jl toddopuli raya no 4
97506133,laboratorium celular,buakan,7371031008,7371031,buakan
97483974,vermak (rostini),borong indah,7371031004,7371031,borong indah
97506128,lembaga psikologi progres,jl mapala blok a/3 no 12,7371031006,7371031,jl mapala blok a/3 no 12
97506131,guest house d` khanza,j l mapala blok a/3 no 3,7371031006,7371031,j l mapala blok a/3 no 3
97470203,ruko kontrakan (yusran),hertasning,7371031005,7371031,hertasning
97470288,jual sembako (wana),pasar hertasning,7371031004,7371031,pasar hertasning
97466519,notaris,buakana,7371031008,7371031,buakana
97468130,sinar rappocini (hamid),jl rappocini raya no.278 a,7371031008,7371031,jl rappocini raya no.278 a
97468134,klinik sehat,pengayoman no 3,7371031008,7371031,pengayoman no 3
97470350,fasha internusa tours and travel,jl tamalate 1 179,7371031003,7371031,jl tamalate 1 179
97468207,apotik herwita (heryani),jl tidung 10 no 279,7371031003,7371031,jl tidung 10 no 279
97468326,sirah pictures (haris),jl tidung 10 no 294,7371031003,7371031,jl tidung 10 no 294
97466783,rumah makanan aroma,jl landak baru no 5,7371031007,7371031,jl landak baru no 5
97495201,lembaga psikotes,jl faisal 2 no 7,7371031007,7371031,jl faisal 2 no 7
97466729,kumon hertasning baru,hertasning aroepala,7371031004,7371031,hertasning aroepala
97495196,campuran 1,jl skarda n lorong 2 no 57,7371031001,7371031,jl skarda n lorong 2 no 57
97495416,planet motor,jl monumen emmy saelan,7371031006,7371031,jl monumen emmy saelan
97495439,"jasa pembayaran, listrik, air dan telpon (jalil)",jl talasalapang komp p&k,7371031001,7371031,jl talasalapang komp p&k
97498902,warung kopi (dg nia),jalan pelita raya,7371031010,7371031,jalan pelita raya
97498905,usaha furniture kayu (ahmad kausar),jalan jipang raya,7371031002,7371031,jalan jipang raya
97495947,green cell,jalan pelita raya,7371031010,7371031,jalan pelita raya
97498988,kos kosan (rushaedar),jl bumi 21,7371031001,7371031,jl bumi 21
97495988,condong raos,jl pelita raya tengah blok a 6b no 5 b,7371031010,7371031,jl pelita raya tengah blok a 6b no 5 b
97497355,rayhana spa,jalan pelita raya no 4,7371031010,7371031,jalan pelita raya no 4
97497363,tpa ikramullah,jl tamalate 8 no 53,7371031004,7371031,jl tamalate 8 no 53
97497401,es dawet ayu (sartono),jl skarda n lorong 2,7371031001,7371031,jl skarda n lorong 2
97497410,toko dianora,emmy saelan 3,7371031002,7371031,emmy saelan 3
97497382,rumah makan kapolo,jl rsi faisal 12 no 6,7371031007,7371031,jl rsi faisal 12 no 6
97484635,roehmansa (sahruddin),jl sultan alauddin no 259,7371031001,7371031,jl sultan alauddin no 259
